sz,ProbeType,CSI,ProbeType2,CSI2,cueorder,cat1,cat2,trial,position,ups,downs,pos,color,col_a,col_b
2,1,5,2,0.3,0,0,1,1923,693,"(-200, 100),(-100, 200)","(-100, -200),(100, -200)","(-200, 100),(-100, 200),(-100, -200),(100, -200)",,"(255, 140, 0),(222, 184, 135)","(0, 100, 0),(255, 128, 0)"
4,1,2,2,0.3,0,0,1,1924,691,"(-100, 200),(100, 200),(-200, 100),(200, 100)","(100, -200),(-100, -200),(-200, -100),(200, -100)","(-100, 200),(100, 200),(-200, 100),(200, 100),(100, -200),(-100, -200),(-200, -100),(200, -100)",,"(0, 128, 128),(0, 102, 102),(222, 184, 135),(255, 182, 193)","(0, 100, 0),(0, 230, 115),(139, 69, 19),(128, 0, 128)"
3,1,0.3,1,5,1,1,0,1925,818,"(-100, 200),(100, 200),(200, 100)","(-100, -200),(-200, -100),(200, -100)","(-100, 200),(100, 200),(200, 100),(-100, -200),(-200, -100),(200, -100)",,"(0, 128, 128),(0, 102, 102),(107, 142, 35)","(0, 230, 115),(139, 69, 19),(255, 128, 0)"
2,0,5,0,5,1,1,0,1926,213,"(200, 100),(100, 200)","(-100, -200),(200, -100)","(200, 100),(100, 200),(-100, -200),(200, -100)",,"(222, 184, 135),(0, 102, 102)","(0, 230, 115),(139, 69, 19)"
4,0,2,1,0.3,0,0,1,1927,367,"(-100, 200),(-200, 100),(200, 100),(100, 200)","(-200, -100),(100, -200),(-100, -200),(200, -100)","(-100, 200),(-200, 100),(200, 100),(100, 200),(-200, -100),(100, -200),(-100, -200),(200, -100)",,"(222, 184, 135),(255, 182, 193),(0, 128, 128),(0, 102, 102)","(139, 69, 19),(255, 128, 0),(0, 230, 115),(0, 100, 0)"
2,0,0.3,1,5,0,1,0,1928,385,"(-200, 100),(200, 100)","(200, -100),(100, -200)","(-200, 100),(200, 100),(200, -100),(100, -200)",,"(107, 142, 35),(255, 140, 0)","(255, 128, 0),(139, 69, 19)"
3,0,5,1,5,0,0,1,1929,106,"(-100, 200),(100, 200),(-200, 100)","(200, -100),(-200, -100),(100, -200)","(-100, 200),(100, 200),(-200, 100),(200, -100),(-200, -100),(100, -200)",,"(255, 182, 193),(255, 140, 0),(0, 128, 128)","(255, 128, 0),(139, 69, 19),(128, 0, 128)"
3,0,2,2,2,0,0,1,1930,414,"(200, 100),(-200, 100),(100, 200)","(100, -200),(-200, -100),(200, -100)","(200, 100),(-200, 100),(100, 200),(100, -200),(-200, -100),(200, -100)",,"(0, 128, 128),(107, 142, 35),(0, 102, 102)","(0, 230, 115),(128, 0, 128),(0, 100, 0)"
3,0,2,2,0.3,1,1,0,1931,258,"(100, 200),(-100, 200),(-200, 100)","(200, -100),(100, -200),(-100, -200)","(100, 200),(-100, 200),(-200, 100),(200, -100),(100, -200),(-100, -200)",,"(222, 184, 135),(0, 128, 128),(255, 182, 193)","(0, 100, 0),(255, 128, 0),(0, 230, 115)"
4,2,2,0,2,0,1,0,1932,919,"(-200, 100),(100, 200),(-100, 200),(200, 100)","(100, -200),(-200, -100),(200, -100),(-100, -200)","(-200, 100),(100, 200),(-100, 200),(200, 100),(100, -200),(-200, -100),(200, -100),(-100, -200)",,"(222, 184, 135),(0, 128, 128),(0, 102, 102),(107, 142, 35)","(0, 230, 115),(255, 128, 0),(139, 69, 19),(0, 100, 0)"
1,0,0.3,0,0.3,0,0,1,1933,0,"(-200, 100)","(-200, -100)","(-200, 100),(-200, -100)",,"(255, 140, 0)","(0, 100, 0)"
3,2,5,1,0.3,0,0,1,1934,946,"(100, 200),(200, 100),(-100, 200)","(100, -200),(200, -100),(-100, -200)","(100, 200),(200, 100),(-100, 200),(100, -200),(200, -100),(-100, -200)",,"(0, 128, 128),(107, 142, 35),(0, 102, 102)","(0, 100, 0),(255, 128, 0),(0, 230, 115)"
3,1,2,1,0.3,1,1,0,1935,798,"(-200, 100),(100, 200),(-100, 200)","(-100, -200),(-200, -100),(200, -100)","(-200, 100),(100, 200),(-100, 200),(-100, -200),(-200, -100),(200, -100)",,"(255, 140, 0),(255, 182, 193),(0, 102, 102)","(0, 100, 0),(255, 128, 0),(0, 230, 115)"
2,0,5,1,2,0,0,1,1936,381,"(-100, 200),(200, 100)","(-100, -200),(200, -100)","(-100, 200),(200, 100),(-100, -200),(200, -100)",,"(255, 140, 0),(222, 184, 135)","(0, 230, 115),(128, 0, 128)"
1,1,5,0,5,1,1,0,1937,788,"(-200, 100)","(-200, -100)","(-200, 100),(-200, -100)",,"(107, 142, 35)","(255, 128, 0)"
1,2,2,2,0.3,0,0,1,1938,976,"(-100, 200)","(-200, -100)","(-100, 200),(-200, -100)",,"(107, 142, 35)","(0, 100, 0)"
3,1,2,0,5,1,1,0,1939,750,"(-100, 200),(100, 200),(-200, 100)","(-200, -100),(-100, -200),(200, -100)","(-100, 200),(100, 200),(-200, 100),(-200, -100),(-100, -200),(200, -100)",,"(255, 140, 0),(222, 184, 135),(0, 128, 128)","(0, 230, 115),(139, 69, 19),(128, 0, 128)"
4,0,0.3,2,0.3,1,0,1,1940,543,"(200, 100),(-100, 200),(-200, 100),(100, 200)","(-200, -100),(100, -200),(200, -100),(-100, -200)","(200, 100),(-100, 200),(-200, 100),(100, 200),(-200, -100),(100, -200),(200, -100),(-100, -200)",,"(255, 182, 193),(0, 102, 102),(255, 140, 0),(0, 128, 128)","(255, 128, 0),(128, 0, 128),(0, 230, 115),(139, 69, 19)"
4,1,2,0,2,1,1,0,1941,775,"(-100, 200),(200, 100),(100, 200),(-200, 100)","(200, -100),(-200, -100),(-100, -200),(100, -200)","(-100, 200),(200, 100),(100, 200),(-200, 100),(200, -100),(-200, -100),(-100, -200),(100, -200)",,"(0, 128, 128),(255, 140, 0),(255, 182, 193),(222, 184, 135)","(255, 128, 0),(0, 100, 0),(128, 0, 128),(0, 230, 115)"
3,2,0.3,1,5,1,1,0,1942,1106,"(-100, 200),(-200, 100),(100, 200)","(200, -100),(-100, -200),(100, -200)","(-100, 200),(-200, 100),(100, 200),(200, -100),(-100, -200),(100, -200)",,"(0, 128, 128),(107, 142, 35),(255, 140, 0)","(128, 0, 128),(139, 69, 19),(0, 230, 115)"
3,2,2,0,0.3,1,0,1,1943,1014,"(-200, 100),(100, 200),(-100, 200)","(-200, -100),(200, -100),(-100, -200)","(-200, 100),(100, 200),(-100, 200),(-200, -100),(200, -100),(-100, -200)",,"(255, 140, 0),(0, 102, 102),(107, 142, 35)","(139, 69, 19),(0, 100, 0),(255, 128, 0)"
1,0,0.3,0,5,0,1,0,1944,312,"(200, 100)","(100, -200)","(200, 100),(100, -200)",,"(222, 184, 135)","(128, 0, 128)"
1,2,2,0,5,1,0,1,1945,1072,"(100, 200)","(-200, -100)","(100, 200),(-200, -100)",,"(255, 182, 193)","(0, 100, 0)"
3,0,2,0,5,1,1,0,1946,174,"(-100, 200),(100, 200),(-200, 100)","(100, -200),(200, -100),(-200, -100)","(-100, 200),(100, 200),(-200, 100),(100, -200),(200, -100),(-200, -100)",,"(0, 128, 128),(107, 142, 35),(255, 140, 0)","(255, 128, 0),(139, 69, 19),(0, 100, 0)"
1,0,2,1,2,0,0,1,1947,88,"(200, 100)","(-200, -100)","(200, 100),(-200, -100)",,"(0, 102, 102)","(0, 100, 0)"
3,0,5,2,2,0,0,1,1948,130,"(200, 100),(100, 200),(-200, 100)","(200, -100),(-200, -100),(-100, -200)","(200, 100),(100, 200),(-200, 100),(200, -100),(-200, -100),(-100, -200)",,"(255, 140, 0),(222, 184, 135),(0, 102, 102)","(139, 69, 19),(128, 0, 128),(0, 230, 115)"
3,1,5,0,2,0,1,0,1949,634,"(-100, 200),(-200, 100),(100, 200)","(-100, -200),(-200, -100),(200, -100)","(-100, 200),(-200, 100),(100, 200),(-100, -200),(-200, -100),(200, -100)",,"(222, 184, 135),(255, 140, 0),(0, 102, 102)","(0, 100, 0),(255, 128, 0),(0, 230, 115)"
1,1,5,2,2,0,0,1,1950,704,"(100, 200)","(-200, -100)","(100, 200),(-200, -100)",,"(255, 182, 193)","(0, 230, 115)"
4,2,5,1,2,0,1,0,1951,959,"(100, 200),(-200, 100),(-100, 200),(200, 100)","(100, -200),(-100, -200),(-200, -100),(200, -100)","(100, 200),(-200, 100),(-100, 200),(200, 100),(100, -200),(-100, -200),(-200, -100),(200, -100)",,"(255, 182, 193),(255, 140, 0),(107, 142, 35),(222, 184, 135)","(0, 230, 115),(255, 128, 0),(128, 0, 128),(0, 100, 0)"
1,2,2,0,2,1,0,1,1952,1024,"(-200, 100)","(200, -100)","(-200, 100),(200, -100)",,"(222, 184, 135)","(0, 100, 0)"
4,0,0.3,2,0.3,0,1,0,1953,111,"(-100, 200),(100, 200),(-200, 100),(200, 100)","(100, -200),(200, -100),(-100, -200),(-200, -100)","(-100, 200),(100, 200),(-200, 100),(200, 100),(100, -200),(200, -100),(-100, -200),(-200, -100)",,"(0, 102, 102),(222, 184, 135),(255, 140, 0),(255, 182, 193)","(0, 100, 0),(0, 230, 115),(128, 0, 128),(255, 128, 0)"
3,2,5,1,5,1,1,0,1954,1114,"(100, 200),(200, 100),(-100, 200)","(-100, -200),(200, -100),(100, -200)","(100, 200),(200, 100),(-100, 200),(-100, -200),(200, -100),(100, -200)",,"(0, 102, 102),(255, 182, 193),(255, 140, 0)","(0, 230, 115),(255, 128, 0),(0, 100, 0)"
3,0,0.3,0,2,1,0,1,1955,194,"(-100, 200),(100, 200),(-200, 100)","(100, -200),(-100, -200),(200, -100)","(-100, 200),(100, 200),(-200, 100),(100, -200),(-100, -200),(200, -100)",,"(255, 140, 0),(255, 182, 193),(222, 184, 135)","(0, 100, 0),(139, 69, 19),(0, 230, 115)"
2,0,2,0,0.3,1,1,0,1956,185,"(-200, 100),(100, 200)","(100, -200),(-100, -200)","(-200, 100),(100, 200),(100, -200),(-100, -200)",,"(255, 140, 0),(107, 142, 35)","(0, 230, 115),(255, 128, 0)"
3,0,2,1,0.3,1,0,1,1957,222,"(-200, 100),(200, 100),(-100, 200)","(-100, -200),(100, -200),(-200, -100)","(-200, 100),(200, 100),(-100, 200),(-100, -200),(100, -200),(-200, -100)",,"(0, 128, 128),(255, 140, 0),(255, 182, 193)","(255, 128, 0),(0, 230, 115),(0, 100, 0)"
2,0,2,1,0.3,0,1,0,1958,365,"(-100, 200),(100, 200)","(-200, -100),(200, -100)","(-100, 200),(100, 200),(-200, -100),(200, -100)",,"(255, 140, 0),(255, 182, 193)","(255, 128, 0),(0, 100, 0)"
4,0,2,2,2,0,0,1,1959,415,"(-200, 100),(100, 200),(-100, 200),(200, 100)","(200, -100),(100, -200),(-200, -100),(-100, -200)","(-200, 100),(100, 200),(-100, 200),(200, 100),(200, -100),(100, -200),(-200, -100),(-100, -200)",,"(222, 184, 135),(0, 102, 102),(107, 142, 35),(0, 128, 128)","(255, 128, 0),(128, 0, 128),(139, 69, 19),(0, 100, 0)"
3,2,2,2,5,0,0,1,1960,1002,"(-200, 100),(100, 200),(-100, 200)","(-200, -100),(200, -100),(-100, -200)","(-200, 100),(100, 200),(-100, 200),(-200, -100),(200, -100),(-100, -200)",,"(0, 102, 102),(255, 140, 0),(255, 182, 193)","(255, 128, 0),(0, 230, 115),(128, 0, 128)"
3,1,5,0,2,1,1,0,1961,778,"(-100, 200),(100, 200),(200, 100)","(100, -200),(-100, -200),(-200, -100)","(-100, 200),(100, 200),(200, 100),(100, -200),(-100, -200),(-200, -100)",,"(255, 140, 0),(0, 102, 102),(255, 182, 193)","(255, 128, 0),(0, 100, 0),(139, 69, 19)"
3,0,5,2,2,1,0,1,1962,562,"(-100, 200),(100, 200),(200, 100)","(-100, -200),(-200, -100),(100, -200)","(-100, 200),(100, 200),(200, 100),(-100, -200),(-200, -100),(100, -200)",,"(255, 182, 193),(255, 140, 0),(222, 184, 135)","(255, 128, 0),(128, 0, 128),(0, 230, 115)"
3,2,5,2,0.3,0,1,0,1963,982,"(-200, 100),(-100, 200),(100, 200)","(100, -200),(200, -100),(-100, -200)","(-200, 100),(-100, 200),(100, 200),(100, -200),(200, -100),(-100, -200)",,"(0, 102, 102),(255, 182, 193),(255, 140, 0)","(139, 69, 19),(128, 0, 128),(255, 128, 0)"
4,0,0.3,0,0.3,0,0,1,1964,291,"(-100, 200),(200, 100),(-200, 100),(100, 200)","(100, -200),(-100, -200),(-200, -100),(200, -100)","(-100, 200),(200, 100),(-200, 100),(100, 200),(100, -200),(-100, -200),(-200, -100),(200, -100)",,"(107, 142, 35),(0, 102, 102),(222, 184, 135),(255, 140, 0)","(255, 128, 0),(128, 0, 128),(139, 69, 19),(0, 230, 115)"
2,0,5,0,0.3,1,1,0,1965,477,"(200, 100),(100, 200)","(100, -200),(-100, -200)","(200, 100),(100, 200),(100, -200),(-100, -200)",,"(107, 142, 35),(255, 182, 193)","(0, 230, 115),(0, 100, 0)"
4,0,5,0,5,1,1,0,1966,503,"(200, 100),(-100, 200),(-200, 100),(100, 200)","(-200, -100),(100, -200),(-100, -200),(200, -100)","(200, 100),(-100, 200),(-200, 100),(100, 200),(-200, -100),(100, -200),(-100, -200),(200, -100)",,"(222, 184, 135),(255, 182, 193),(255, 140, 0),(0, 102, 102)","(255, 128, 0),(0, 100, 0),(0, 230, 115),(139, 69, 19)"
1,2,0.3,2,0.3,1,0,1,1967,1116,"(-200, 100)","(200, -100)","(-200, 100),(200, -100)",,"(0, 128, 128)","(0, 100, 0)"
1,2,5,0,5,1,0,1,1968,1076,"(200, 100)","(100, -200)","(200, 100),(100, -200)",,"(222, 184, 135)","(255, 128, 0)"
1,0,5,2,2,0,1,0,1969,128,"(100, 200)","(-100, -200)","(100, 200),(-100, -200)",,"(255, 182, 193)","(0, 230, 115)"
1,0,0.3,1,0.3,1,0,1,1970,504,"(100, 200)","(200, -100)","(100, 200),(200, -100)",,"(255, 140, 0)","(0, 230, 115)"
4,2,0.3,1,2,1,1,0,1971,1095,"(-100, 200),(200, 100),(-200, 100),(100, 200)","(100, -200),(200, -100),(-200, -100),(-100, -200)","(-100, 200),(200, 100),(-200, 100),(100, 200),(100, -200),(200, -100),(-200, -100),(-100, -200)",,"(255, 182, 193),(0, 102, 102),(222, 184, 135),(0, 128, 128)","(0, 100, 0),(255, 128, 0),(0, 230, 115),(128, 0, 128)"
1,1,0.3,2,0.3,1,1,0,1972,828,"(100, 200)","(200, -100)","(100, 200),(200, -100)",,"(222, 184, 135)","(255, 128, 0)"
2,1,2,0,0.3,1,0,1,1973,761,"(100, 200),(-100, 200)","(-100, -200),(100, -200)","(100, 200),(-100, 200),(-100, -200),(100, -200)",,"(255, 182, 193),(255, 140, 0)","(255, 128, 0),(128, 0, 128)"
1,0,2,0,5,1,1,0,1974,172,"(-100, 200)","(200, -100)","(-100, 200),(200, -100)",,"(107, 142, 35)","(0, 100, 0)"
2,0,0.3,1,2,1,0,1,1975,229,"(100, 200),(-200, 100)","(200, -100),(-100, -200)","(100, 200),(-200, 100),(200, -100),(-100, -200)",,"(0, 128, 128),(255, 182, 193)","(128, 0, 128),(255, 128, 0)"
2,2,0.3,0,5,1,1,0,1976,1069,"(-100, 200),(-200, 100)","(200, -100),(-100, -200)","(-100, 200),(-200, 100),(200, -100),(-100, -200)",,"(0, 128, 128),(255, 140, 0)","(0, 230, 115),(0, 100, 0)"
3,1,5,0,5,0,0,1,1977,610,"(-100, 200),(-200, 100),(200, 100)","(-200, -100),(200, -100),(-100, -200)","(-100, 200),(-200, 100),(200, 100),(-200, -100),(200, -100),(-100, -200)",,"(255, 182, 193),(255, 140, 0),(0, 128, 128)","(255, 128, 0),(0, 230, 115),(139, 69, 19)"
1,2,5,2,0.3,0,0,1,1978,980,"(200, 100)","(-200, -100)","(200, 100),(-200, -100)",,"(0, 102, 102)","(128, 0, 128)"
1,1,0.3,2,2,0,1,0,1979,696,"(100, 200)","(-200, -100)","(100, 200),(-200, -100)",,"(222, 184, 135)","(139, 69, 19)"
4,2,2,1,0.3,1,0,1,1980,1087,"(200, 100),(-200, 100),(-100, 200),(100, 200)","(100, -200),(200, -100),(-100, -200),(-200, -100)","(200, 100),(-200, 100),(-100, 200),(100, 200),(100, -200),(200, -100),(-100, -200),(-200, -100)",,"(255, 182, 193),(107, 142, 35),(222, 184, 135),(255, 140, 0)","(128, 0, 128),(255, 128, 0),(0, 230, 115),(0, 100, 0)"
4,2,2,2,0.3,1,1,0,1981,1123,"(200, 100),(-100, 200),(100, 200),(-200, 100)","(100, -200),(200, -100),(-100, -200),(-200, -100)","(200, 100),(-100, 200),(100, 200),(-200, 100),(100, -200),(200, -100),(-100, -200),(-200, -100)",,"(255, 140, 0),(255, 182, 193),(107, 142, 35),(0, 128, 128)","(139, 69, 19),(128, 0, 128),(0, 230, 115),(0, 100, 0)"
4,0,0.3,1,2,0,1,0,1982,87,"(-100, 200),(-200, 100),(200, 100),(100, 200)","(-100, -200),(-200, -100),(200, -100),(100, -200)","(-100, 200),(-200, 100),(200, 100),(100, 200),(-100, -200),(-200, -100),(200, -100),(100, -200)",,"(0, 128, 128),(107, 142, 35),(255, 182, 193),(222, 184, 135)","(255, 128, 0),(0, 100, 0),(128, 0, 128),(139, 69, 19)"
2,0,2,1,0.3,1,0,1,1983,509,"(200, 100),(100, 200)","(200, -100),(-200, -100)","(200, 100),(100, 200),(200, -100),(-200, -100)",,"(0, 128, 128),(255, 140, 0)","(255, 128, 0),(139, 69, 19)"
3,2,5,1,2,1,0,1,1984,1102,"(100, 200),(-100, 200),(-200, 100)","(-200, -100),(-100, -200),(200, -100)","(100, 200),(-100, 200),(-200, 100),(-200, -100),(-100, -200),(200, -100)",,"(0, 128, 128),(255, 140, 0),(255, 182, 193)","(139, 69, 19),(0, 230, 115),(0, 100, 0)"
4,0,2,0,0.3,1,1,0,1985,439,"(200, 100),(-200, 100),(-100, 200),(100, 200)","(-200, -100),(100, -200),(200, -100),(-100, -200)","(200, 100),(-200, 100),(-100, 200),(100, 200),(-200, -100),(100, -200),(200, -100),(-100, -200)",,"(107, 142, 35),(255, 182, 193),(0, 102, 102),(255, 140, 0)","(0, 100, 0),(139, 69, 19),(255, 128, 0),(0, 230, 115)"
3,0,2,0,2,0,0,1,1986,54,"(100, 200),(-200, 100),(200, 100)","(-200, -100),(200, -100),(-100, -200)","(100, 200),(-200, 100),(200, 100),(-200, -100),(200, -100),(-100, -200)",,"(0, 128, 128),(0, 102, 102),(255, 140, 0)","(0, 100, 0),(139, 69, 19),(0, 230, 115)"
2,2,2,1,0.3,1,1,0,1987,1085,"(-100, 200),(200, 100)","(200, -100),(-100, -200)","(-100, 200),(200, 100),(200, -100),(-100, -200)",,"(222, 184, 135),(255, 140, 0)","(128, 0, 128),(0, 230, 115)"
4,0,2,0,2,1,1,0,1988,451,"(-100, 200),(100, 200),(-200, 100),(200, 100)","(-200, -100),(100, -200),(200, -100),(-100, -200)","(-100, 200),(100, 200),(-200, 100),(200, 100),(-200, -100),(100, -200),(200, -100),(-100, -200)",,"(255, 182, 193),(0, 102, 102),(0, 128, 128),(255, 140, 0)","(255, 128, 0),(128, 0, 128),(0, 100, 0),(0, 230, 115)"
3,2,2,0,5,0,0,1,1989,894,"(-100, 200),(-200, 100),(200, 100)","(-200, -100),(200, -100),(-100, -200)","(-100, 200),(-200, 100),(200, 100),(-200, -100),(200, -100),(-100, -200)",,"(255, 182, 193),(0, 102, 102),(0, 128, 128)","(255, 128, 0),(0, 230, 115),(128, 0, 128)"
4,1,5,2,2,0,0,1,1990,707,"(-200, 100),(-100, 200),(100, 200),(200, 100)","(-200, -100),(100, -200),(200, -100),(-100, -200)","(-200, 100),(-100, 200),(100, 200),(200, 100),(-200, -100),(100, -200),(200, -100),(-100, -200)",,"(255, 182, 193),(255, 140, 0),(0, 128, 128),(0, 102, 102)","(0, 100, 0),(128, 0, 128),(0, 230, 115),(255, 128, 0)"
3,0,2,2,5,1,1,0,1991,282,"(-200, 100),(-100, 200),(200, 100)","(-100, -200),(-200, -100),(200, -100)","(-200, 100),(-100, 200),(200, 100),(-100, -200),(-200, -100),(200, -100)",,"(255, 182, 193),(0, 128, 128),(0, 102, 102)","(255, 128, 0),(0, 100, 0),(139, 69, 19)"
4,0,0.3,2,5,1,1,0,1992,279,"(200, 100),(-100, 200),(100, 200),(-200, 100)","(-200, -100),(200, -100),(100, -200),(-100, -200)","(200, 100),(-100, 200),(100, 200),(-200, 100),(-200, -100),(200, -100),(100, -200),(-100, -200)",,"(0, 128, 128),(0, 102, 102),(255, 140, 0),(222, 184, 135)","(128, 0, 128),(0, 100, 0),(139, 69, 19),(255, 128, 0)"
1,0,5,0,5,1,0,1,1993,212,"(100, 200)","(-200, -100)","(100, 200),(-200, -100)",,"(255, 140, 0)","(255, 128, 0)"
2,0,0.3,0,5,1,0,1,1994,169,"(-100, 200),(100, 200)","(-200, -100),(100, -200)","(-100, 200),(100, 200),(-200, -100),(100, -200)",,"(255, 140, 0),(255, 182, 193)","(128, 0, 128),(0, 230, 115)"
3,0,0.3,1,0.3,0,1,0,1995,74,"(100, 200),(-100, 200),(-200, 100)","(200, -100),(-100, -200),(-200, -100)","(100, 200),(-100, 200),(-200, 100),(200, -100),(-100, -200),(-200, -100)",,"(255, 182, 193),(0, 102, 102),(107, 142, 35)","(255, 128, 0),(128, 0, 128),(0, 230, 115)"
4,0,0.3,0,5,1,0,1,1996,171,"(200, 100),(-100, 200),(-200, 100),(100, 200)","(-200, -100),(100, -200),(-100, -200),(200, -100)","(200, 100),(-100, 200),(-200, 100),(100, 200),(-200, -100),(100, -200),(-100, -200),(200, -100)",,"(255, 140, 0),(222, 184, 135),(0, 102, 102),(0, 128, 128)","(0, 100, 0),(255, 128, 0),(128, 0, 128),(139, 69, 19)"
1,0,5,1,5,1,1,0,1997,248,"(-200, 100)","(-100, -200)","(-200, 100),(-100, -200)",,"(0, 128, 128)","(139, 69, 19)"
3,1,5,1,2,0,0,1,1998,670,"(-100, 200),(100, 200),(200, 100)","(100, -200),(200, -100),(-100, -200)","(-100, 200),(100, 200),(200, 100),(100, -200),(200, -100),(-100, -200)",,"(222, 184, 135),(255, 182, 193),(0, 102, 102)","(139, 69, 19),(0, 230, 115),(0, 100, 0)"
1,0,2,1,0.3,0,1,0,1999,364,"(200, 100)","(200, -100)","(200, 100),(200, -100)",,"(0, 102, 102)","(0, 100, 0)"
2,1,5,2,2,0,0,1,2000,705,"(200, 100),(-200, 100)","(100, -200),(200, -100)","(200, 100),(-200, 100),(100, -200),(200, -100)",,"(0, 128, 128),(222, 184, 135)","(0, 230, 115),(255, 128, 0)"
2,1,5,0,5,0,1,0,2001,609,"(100, 200),(-200, 100)","(-200, -100),(-100, -200)","(100, 200),(-200, 100),(-200, -100),(-100, -200)",,"(255, 182, 193),(255, 140, 0)","(139, 69, 19),(0, 100, 0)"
1,2,0.3,1,2,0,0,1,2002,948,"(-100, 200)","(200, -100)","(-100, 200),(200, -100)",,"(0, 102, 102)","(0, 100, 0)"
1,0,2,1,5,0,1,0,2003,388,"(-200, 100)","(-100, -200)","(-200, 100),(-100, -200)",,"(255, 182, 193)","(0, 230, 115)"
4,0,2,0,5,0,1,0,2004,67,"(-200, 100),(100, 200),(-100, 200),(200, 100)","(-100, -200),(-200, -100),(100, -200),(200, -100)","(-200, 100),(100, 200),(-100, 200),(200, 100),(-100, -200),(-200, -100),(100, -200),(200, -100)",,"(0, 102, 102),(107, 142, 35),(255, 140, 0),(222, 184, 135)","(255, 128, 0),(0, 100, 0),(0, 230, 115),(128, 0, 128)"
1,0,0.3,0,5,1,0,1,2005,168,"(-200, 100)","(200, -100)","(-200, 100),(200, -100)",,"(255, 182, 193)","(0, 230, 115)"
1,2,0.3,1,5,1,0,1,2006,1104,"(-100, 200)","(-200, -100)","(-100, 200),(-200, -100)",,"(222, 184, 135)","(128, 0, 128)"
2,1,5,2,0.3,1,1,0,2007,837,"(-200, 100),(-100, 200)","(100, -200),(200, -100)","(-200, 100),(-100, 200),(100, -200),(200, -100)",,"(107, 142, 35),(0, 102, 102)","(0, 230, 115),(255, 128, 0)"
2,2,5,0,5,0,0,1,2008,933,"(-100, 200),(200, 100)","(200, -100),(100, -200)","(-100, 200),(200, 100),(200, -100),(100, -200)",,"(107, 142, 35),(255, 182, 193)","(139, 69, 19),(255, 128, 0)"
3,1,5,2,5,1,1,0,2009,862,"(200, 100),(-100, 200),(-200, 100)","(200, -100),(-100, -200),(100, -200)","(200, 100),(-100, 200),(-200, 100),(200, -100),(-100, -200),(100, -200)",,"(255, 182, 193),(107, 142, 35),(255, 140, 0)","(0, 230, 115),(128, 0, 128),(139, 69, 19)"
3,0,5,0,2,1,1,0,2010,490,"(100, 200),(200, 100),(-100, 200)","(-200, -100),(100, -200),(200, -100)","(100, 200),(200, 100),(-100, 200),(-200, -100),(100, -200),(200, -100)",,"(255, 182, 193),(255, 140, 0),(222, 184, 135)","(139, 69, 19),(128, 0, 128),(0, 230, 115)"
4,2,2,0,2,1,0,1,2011,1027,"(-100, 200),(200, 100),(100, 200),(-200, 100)","(-200, -100),(100, -200),(200, -100),(-100, -200)","(-100, 200),(200, 100),(100, 200),(-200, 100),(-200, -100),(100, -200),(200, -100),(-100, -200)",,"(0, 102, 102),(255, 182, 193),(255, 140, 0),(107, 142, 35)","(128, 0, 128),(0, 230, 115),(139, 69, 19),(255, 128, 0)"
2,1,5,0,0.3,0,0,1,2012,585,"(-200, 100),(-100, 200)","(100, -200),(-100, -200)","(-200, 100),(-100, 200),(100, -200),(-100, -200)",,"(222, 184, 135),(0, 102, 102)","(128, 0, 128),(139, 69, 19)"
4,0,5,1,2,1,1,0,2013,239,"(100, 200),(-200, 100),(200, 100),(-100, 200)","(-200, -100),(-100, -200),(100, -200),(200, -100)","(100, 200),(-200, 100),(200, 100),(-100, 200),(-200, -100),(-100, -200),(100, -200),(200, -100)",,"(0, 128, 128),(0, 102, 102),(255, 182, 193),(222, 184, 135)","(139, 69, 19),(255, 128, 0),(0, 100, 0),(128, 0, 128)"
2,0,0.3,1,5,0,0,1,2014,97,"(-100, 200),(200, 100)","(100, -200),(-200, -100)","(-100, 200),(200, 100),(100, -200),(-200, -100)",,"(255, 182, 193),(222, 184, 135)","(139, 69, 19),(128, 0, 128)"
2,1,0.3,2,5,1,1,0,2015,853,"(100, 200),(200, 100)","(-100, -200),(-200, -100)","(100, 200),(200, 100),(-100, -200),(-200, -100)",,"(0, 102, 102),(0, 128, 128)","(255, 128, 0),(139, 69, 19)"
2,0,2,2,0.3,0,1,0,2016,401,"(-200, 100),(200, 100)","(200, -100),(-200, -100)","(-200, 100),(200, 100),(200, -100),(-200, -100)",,"(0, 102, 102),(0, 128, 128)","(255, 128, 0),(128, 0, 128)"
1,0,5,1,5,0,0,1,2017,104,"(-100, 200)","(100, -200)","(-100, 200),(100, -200)",,"(255, 182, 193)","(0, 230, 115)"
2,0,0.3,2,0.3,0,1,0,2018,109,"(100, 200),(200, 100)","(100, -200),(-200, -100)","(100, 200),(200, 100),(100, -200),(-200, -100)",,"(222, 184, 135),(107, 142, 35)","(0, 230, 115),(139, 69, 19)"
4,2,2,2,5,0,0,1,2019,1003,"(100, 200),(200, 100),(-100, 200),(-200, 100)","(200, -100),(-200, -100),(100, -200),(-100, -200)","(100, 200),(200, 100),(-100, 200),(-200, 100),(200, -100),(-200, -100),(100, -200),(-100, -200)",,"(0, 102, 102),(222, 184, 135),(107, 142, 35),(255, 182, 193)","(255, 128, 0),(0, 100, 0),(0, 230, 115),(128, 0, 128)"
